edad,genero,pais,is_condicion_fisica,detalle_condicion,nivel_expereincia_previo,condicion_previa,motivo,n_acompañantes,epoca,is_camino_realizado_prev,ruta,dias,inicio,distancia,dureza,calzado,is_calzado_adecuado,is_tr_mochila,is_reserva_aloj,alojamiento,hace_cuanto,is_volver_a_hacer,etapa_ideal,nota,is_lesion,consejos,modo_realizacion
26.0,Mujer,España,0,No,Moderada (10–20 km regularmente),Media,Religioso,3.0,Verano,0,Portugués,11.0,Porto,200,Moderadas,Playeros ,1,0,1,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
28.0,Hombre,España,1,Tendinitis rotuliana,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo",Desconocido,Verano,0,Francés,6.0,Sarria,100,Muy variables,Botas de montaña,1,0,1,"Albergues privados, Hostales / Hoteles",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,Sin respuesta,A pie
32.0,Mujer,España,0,No,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Personal/reflexivo, Religioso",3.0,Verano,1,Inglés,6.0,Ferrol,100,Moderadas,Zapatillas deportivas normales,1,0,0,Albergues privados,Este año,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
31.0,Hombre,Colombia,0,No,Moderada (10–20 km regularmente),Media,"Deportivo, Religioso",6.0,Verano,0,Primitivo,17.0,Oviedo,200,Moderadas,Botas de montaña,1,0,1,"Albergues privados, Hostales / Hoteles",Más de 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,Francia,0,No,Moderada (10–20 km regularmente),Alta,Deportivo,3.0,Verano,0,Portugués,6.0,Tui,100,Suaves,Zapatillas de trail running,1,0,1,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
63.0,Mujer,España,0,No,Ninguna,Alta,Religioso,3.0,Verano,1,Francés,5.0,Sarria,100,Moderadas,Zapatillas deportivas normales,1,1,1,"Hostales / Hoteles, Pensiones",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,Sin respuesta,A pie
32.0,Mujer,España,0,No,Básica (≤ 10 km ocasionalmente),Alta,"Deportivo, Religioso",Desconocido,Verano,0,Francés,7.0,Sarria,100,Suaves,Zapatillas de trail running,1,0,0,Albergues públicos,En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),9,No,Sin respuesta,A pie
32.0,Hombre,España,0,No,Básica (≤ 10 km ocasionalmente),Alta,"Cultural/turístico, Deportivo, Religioso",3.0,Verano,0,Portugués,5.0,Tui,100,Moderadas,Sandalias de trekking,1,1,1,"Albergues privados, Hostales / Hoteles",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
28.0,Hombre,España,0,No,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Personal/reflexivo, Religioso",3.0,Verano,0,Francés,6.0,Sarria,100,Muy variables,Zapatillas deportivas normales,0,1,1,"Hostales / Hoteles, Pensiones",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),10,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,México,0,No,Moderada (10–20 km regularmente),Media,Personal/reflexivo,Desconocido,Verano,0,Inglés,6.0,Ferrol,100,Moderadas,Zapatillas deportivas normales,1,1,0,Albergues públicos,Este año,Sí,Medias (~20 km con algo de desnivel),8,No,Sin respuesta,A caballo
32.0,Mujer,España,0,No,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo, Religioso",3.0,Verano,0,Portugués,6.0,Tui,100,Moderadas,Zapatillas deportivas normales,1,0,1,Hostales / Hoteles,En los últimos 2 años,Tal vez,Medias (~20 km con algo de desnivel),7,"Sí, leve","Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
40.0,Mujer,España,0,No,Avanzada (rutas largas con mochila/montaña),Alta,"Deportivo, Personal/reflexivo, Religioso",Desconocido,Verano,0,Portugués,6.0,Porto,200,Moderadas,Zapatillas deportivas normales,1,0,1,Hostales / Hoteles,Este año,Sí,Medias (~20 km con algo de desnivel),10,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
32.0,Hombre,España,0,No,Moderada (10–20 km regularmente),Alta,"Personal/reflexivo, Religioso",3.0,Verano,1,Francés,5.0,Sarria,100,Moderadas,Botas de montaña,1,0,0,Albergues públicos,Más de 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
39.0,Mujer,España,0,No,Avanzada (rutas largas con mochila/montaña),Baja,Personal/reflexivo,Desconocido,Verano,1,del Norte,6.0,Ribadeo,100,Exigentes,Zapatillas deportivas normales,1,0,1,"Albergues privados, Hostales / Hoteles",Este año,Sí,Largas y exigentes (≥ 25 km),9,No,Sin respuesta,A caballo
32.0,Mujer,España,0,No,Moderada (10–20 km regularmente),Alta,"Deportivo, Religioso",Desconocido,Otoño,0,Portugués,6.0,Porto,200,Muy variables,Botas de montaña,1,0,0,Albergues privados,Este año,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,Alemania,0,No,Avanzada (rutas largas con mochila/montaña),Media,"Deportivo, Personal/reflexivo",3.0,Otoño,1,Portugués,6.0,Porto,200,Moderadas,Sandalias de trekking,1,0,0,Albergues privados,Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,España,0,No,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Personal/reflexivo",Desconocido,Otoño,1,Francés,8.0,Sarria,100,Suaves,Zapatillas de trail running,1,0,1,"Hostales / Hoteles, Airbnb",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),8,No,Sin respuesta,A pie
47.0,Mujer,España,0,No,Ninguna,Alta,"Cultural/turístico, Personal/reflexivo, Religioso",Desconocido,Verano,0,Portugués,3.0,Pontevedra,100,Moderadas,Zapatillas deportivas normales,1,0,1,"Hostales / Hoteles, Airbnb",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,España,0,No,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo",Desconocido,Otoño,0,Francés,6.0,Sarria,100,Exigentes,Zapatillas deportivas normales,1,0,0,"Albergues públicos, Albergues privados",En los últimos 2 años,Tal vez,Medias (~20 km con algo de desnivel),7,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,Alemania,0,No,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Religioso",Desconocido,Verano,0,del Norte,12.0,Gijón,200,Exigentes,Zapatillas deportivas normales,1,0,0,Albergues públicos,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),10,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
40.0,Hombre,España,0,No,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Personal/reflexivo",3.0,Primavera,1,Francés,8.0,Sarria,100,Suaves,Sandalias de trekking,1,1,1,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
29.0,Hombre,España,1,Tendinitis rotuliana,Avanzada (rutas largas con mochila/montaña),Media,"Personal/reflexivo, Religioso",3.0,Primavera,0,Portugués,6.0,O Porriño,100,Suaves,Zapatillas deportivas normales,1,0,0,Albergues públicos,Este año,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,Portugal,0,No,Ninguna,Baja,"Cultural/turístico, Personal/reflexivo",Desconocido,Primavera,1,Francés,6.0,Sarria,100,Moderadas,Zapatillas de trail running,1,0,0,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
30.0,Mujer,España,0,No,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Religioso",3.0,Verano,0,Francés,6.0,Sarria,100,Moderadas,Botas de montaña,1,1,1,"Albergues privados, Hostales / Hoteles",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,Sin respuesta,A pie
32.0,Hombre,España,0,No,Moderada (10–20 km regularmente),Media,Deportivo,3.0,Primavera,0,Francés,8.0,Sarria,100,Muy variables,Playeros ,1,0,0,"Albergues públicos, Albergues privados",Más de 2 años,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,España,0,No,Ninguna,Media,"Cultural/turístico, Deportivo, Religioso",Desconocido,Otoño,0,Portugués,6.0,Pontevedra,100,Suaves,Botas de montaña,1,0,0,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
28.0,Hombre,España,0,No,Básica (≤ 10 km ocasionalmente),Alta,"Cultural/turístico, Deportivo, Personal/reflexivo",6.0,Verano,0,Portugués,4.0,Vigo,100,Moderadas,Zapatillas deportivas normales,1,0,0,"Albergues públicos, Albergues privados",Este año,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
32.0,Mujer,España,0,No,Básica (≤ 10 km ocasionalmente),Alta,Religioso,Desconocido,Verano,0,del Norte,7.0,Ribadeo,100,Moderadas,Zapatillas deportivas normales,1,0,1,"Albergues privados, Hostales / Hoteles",Este año,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,Argentina,0,No,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo",3.0,Verano,0,Francés,7.0,O Cebreiro,100,Moderadas,Botas de montaña,1,0,1,"Albergues públicos, Albergues privados",Más de 2 años,Tal vez,Largas y exigentes (≥ 25 km),7,"Sí, leve",Sin respuesta,A caballo
43.0,Hombre,España,0,No,Ninguna,Baja,"Cultural/turístico, Deportivo",3.0,Verano,0,Portugués,8.0,Vigo,100,Suaves,Zapatillas de trail running,1,0,1,Hostales / Hoteles,Este año,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,España,0,No,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo, Religioso",Desconocido,Otoño,0,Francés,30.0,Pamplona,200,Exigentes,Botas de montaña,1,0,0,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),10,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
31.0,Hombre,Argentina,0,No,Moderada (10–20 km regularmente),Media,Religioso,Desconocido,Otoño,0,Primitivo,6.0,Lugo,100,Suaves,Zapatillas deportivas normales,1,0,1,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
28.0,Mujer,Portugal,0,No,Básica (≤ 10 km ocasionalmente),Baja,"Deportivo, Religioso",Desconocido,Verano,0,Francés,6.0,Sarria,100,Suaves,Botas de montaña,1,0,1,"Albergues privados, Hostales / Hoteles",Más de 2 años,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
44.0,Mujer,España,0,No,Moderada (10–20 km regularmente),Media,"Deportivo, Personal/reflexivo",Desconocido,Verano,0,Portugués,6.0,Pontevedra,100,Muy variables,Playeros ,1,0,1,Hostales / Hoteles,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,Sin respuesta,A pie
32.0,Mujer,México,0,No,Avanzada (rutas largas con mochila/montaña),Alta,"Cultural/turístico, Deportivo, Religioso",Desconocido,Primavera,1,Portugués,6.0,Tui,100,Moderadas,Botas de montaña,1,0,1,"Hostales / Hoteles, Airbnb",Más de 2 años,Sí,Medias (~20 km con algo de desnivel),10,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
26.0,Hombre,España,0,No,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo",Desconocido,Invierno,0,Francés,6.0,Triacastela,100,Exigentes,Zapatillas de trail running,1,1,1,"Hostales / Hoteles, Airbnb",Este año,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,Alemania,0,No,Avanzada (rutas largas con mochila/montaña),Baja,"Cultural/turístico, Personal/reflexivo",3.0,Verano,1,Francés,6.0,Sarria,100,Exigentes,Zapatillas deportivas normales,0,0,1,"Hostales / Hoteles, Airbnb",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,España,0,No,Moderada (10–20 km regularmente),Media,"Personal/reflexivo, Religioso",6.0,Invierno,1,Francés,6.0,Sarria,100,Muy variables,Botas de montaña,1,0,1,"Albergues públicos, Albergues privados",Este año,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,España,0,No,Ninguna,Media,"Personal/reflexivo, Religioso",Desconocido,Verano,0,Inglés,6.0,Ferrol,100,Muy variables,Zapatillas deportivas normales,1,0,1,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
30.0,Mujer,España,0,No,Ninguna,Alta,"Deportivo, Personal/reflexivo",Desconocido,Invierno,0,Francés,6.0,Sarria,100,Muy variables,Zapatillas de trail running,1,1,0,Albergues públicos,Más de 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
27.0,Mujer,España,0,No,Ninguna,Media,"Cultural/turístico, Personal/reflexivo",3.0,Verano,1,Inglés,6.0,Ferrol,100,Moderadas,Zapatillas de trail running,1,0,1,"Hostales / Hoteles, Airbnb",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
32.0,Mujer,España,0,No,Ninguna,Media,"Deportivo, Personal/reflexivo",3.0,Verano,1,Francés,5.0,Sarria,100,Moderadas,Zapatillas deportivas normales,1,0,0,Albergues públicos,Este año,Sí,Largas y exigentes (≥ 25 km),8,No,Sin respuesta,A pie
32.0,Hombre,Francia,0,No,Ninguna,Media,Personal/reflexivo,3.0,Primavera,0,Portugués,6.0,O Porriño,100,Moderadas,Botas de montaña,1,0,1,Hostales / Hoteles,Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
25.0,Mujer,España,0,No,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo",Desconocido,Verano,0,Portugués,6.0,Vigo,100,Moderadas,Botas de montaña,1,0,1,Hostales / Hoteles,En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,España,0,No,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo",Desconocido,Invierno,0,Francés,7.0,Sarria,100,Suaves,Playeros ,1,0,0,Albergues privados,Este año,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,España,1,Fascitis plantar,Básica (≤ 10 km ocasionalmente),Baja,"Deportivo, Personal/reflexivo, Religioso",Desconocido,Verano,0,Francés,6.0,Sarria,100,Suaves,Botas de montaña,1,0,1,"Hostales / Hoteles, Pensiones",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
