Marca temporal,Edad,Género,País de origen,¿Tienes alguna condición física o lesión que deba tenerse en cuenta?,"Si tienes alguna condición física o lesión que deba tenerse en cuenta, cuál es?",¿Qué nivel de experiencia tenías en senderismo o caminatas largas?,¿Cómo era tu condición física antes de empezar el Camino?,Motivo/s principal/es para hacer el Camino,¿Con cuántas personas hiciste el Camino?,¿Qué época del año lo hiciste?,¿Habías hecho el camino anteriormente?,¿Qué ruta del Camino hiciste?,¿Cuántos días te llevó completarlo?,¿Desde donde lo empezaste?,¿Qué distancia total caminaste (aproximadamente)?,¿Qué tan duras fueron las etapas que hiciste en general?,¿Qué tipo de calzado usaste principalmente durante el Camino?,¿Tu calzado fue adecuado para el tipo de terreno y etapas?,¿Usaste transporte de mochila?,¿Reservaste alojamientos con antelación?,¿En qué tipo o tipos de alojamiento te hospedaste durante tu estancia?,¿Hace cuánto hiciste el Camino?,¿Volverías a hacer el Camino?,¿Cuál crees que es tu tipo ideal de etapa?,¿Qué nota le das a tu experiencia en el Camino? (0–10),¿Tuviste alguna lesión o problema físico durante el camino?,¿Qué consejos darías a alguien como tú antes de hacer el Camino?,Medio de transporte
2024-12-14 21:28:54.000,treinta y seis,Mujer,Portugal,,,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo",En grupo pequeño (3–6 personas),Otoño,No,Portugués,5,Tui,100–200 km,Moderadas,Botas de montaña,Sí,No,No,Albergues privados,Este año,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-03-27 16:00:29.000,sesenta,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Baja,"Deportivo, Personal/reflexivo",En grupo pequeño (3–6 personas),Primavera,No,del Norte,diez,Ribadeo,100–200 km,Muy variables,Zapatillas de trail running,Sí,No,No,Albergues públicos,Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2024-01-20 19:40:56.000,sesenta,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Baja,Cultural/turístico,En grupo pequeño (3–6 personas),Invierno,No,Portugués,cinco,Vigo,100–200 km,Muy variables,Zapatillas de trail running,Sí,No,No,Albergues privados,Este año,Sí,Medias (~20 km con algo de desnivel),8,No,,A pie
2025-04-20 04:50:34.000,treinta y tres,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Alta,"Deportivo, Religioso",En grupo pequeño (3–6 personas),Invierno,No,Francés,6,Sarria,100–200 km,Moderadas,Botas de montaña,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",Este año,Sí,Cortas y fáciles (≤ 15 km),9,No,,A pie
2025-07-15 13:55:58.000,cuarenta y uno,Mujer,México,No,,Moderada (10–20 km regularmente),Baja,"Deportivo, Personal/reflexivo",En grupo pequeño (3–6 personas),Otoño,No,Francés,cinco,Sarria,100–200 km,Muy variables,Zapatillas deportivas normales,No,No,Sí,"Hostales / Hoteles, Airbnb",En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),10,No,,A pie
2025-05-18 07:48:11.000,30,Mujer,España,Sí,Asma leve,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Personal/reflexivo",En pareja,Primavera,No,Inglés,cinco,Pontedeume,Menos de 100 km,Muy variables,Botas de montaña,Sí,No,No,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),10,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A caballo
2024-07-06 04:07:19.000,28,Hombre,Francia,No,,Ninguna,Media,"Deportivo, Personal/reflexivo",En pareja,Verano,Sí,Francés,siete,Sarria,100–200 km,Suaves,Zapatillas deportivas normales,Sí,No,No,Albergues privados,Este año,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-06-29 18:31:40.000,55,Mujer,México,No,,Moderada (10–20 km regularmente),Baja,"Cultural/turístico, Personal/reflexivo",En pareja,Verano,Sí,del Norte,25,Santander,200–400 km,Moderadas,Zapatillas deportivas normales,No,Sí,Sí,"Albergues públicos, Albergues privados",Este año,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-10-19 17:30:32.000,veinticinco,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Alta,Religioso,En grupo pequeño (3–6 personas),Verano,No,Inglés,4,A Córuña,Menos de 100 km,Moderadas,Playeros ,Sí,No,Sí,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-01-05 11:07:35.000,veintiséis,Hombre,España,,,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Personal/reflexivo",Solo/a,Primavera,No,Primitivo,6,Lugo,100–200 km,Suaves,Zapatillas deportivas normales,Sí,No,No,"Albergues públicos, Albergues privados",Este año,Sí,Cortas y fáciles (≤ 15 km),9,No,,A pie
2024-06-05 08:44:50.000,34,Mujer,España,No,,Moderada (10–20 km regularmente),Media,Personal/reflexivo,En pareja,Verano,No,Portugués,5,Vigo,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-02-04 23:50:41.000,veintiocho,Mujer,España,,,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Personal/reflexivo",Solo/a,Primavera,No,Francés,4,Sarria,100–200 km,Exigentes,Zapatillas de trail running,Sí,No,Sí,"Hostales / Hoteles, Airbnb",En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-06-16 15:00:00.000,27,Mujer,España,Sí,Ligamento de rodilla inestable,Moderada (10–20 km regularmente),Media,"Deportivo, Religioso",En grupo organizado (>6),Invierno,No,Primitivo,cinco,Lugo,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,Sí,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,,En bici
2025-03-07 01:05:50.000,36,Mujer,Francia,,,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Deportivo, Religioso",En pareja,Verano,No,Francés,cinco,Sarria,100–200 km,Moderadas,Sandalias de trekking,Sí,Sí,No,"Albergues públicos, Albergues privados",Más de 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-01-24 21:41:55.000,43,Mujer,España,No,,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Religioso",En grupo pequeño (3–6 personas),Verano,No,Francés,seis,Sarria,100–200 km,Moderadas,Zapatillas deportivas normales,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),10,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-07-08 21:11:40.000,36,Hombre,Alemania,No,,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo, Religioso",Solo/a,Verano,No,Francés,seis,Sarria,100–200 km,Moderadas,Zapatillas deportivas normales,Sí,No,Sí,"Hostales / Hoteles, Airbnb",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-06-28 00:41:12.000,veintiuno,Hombre,España,No,,Avanzada (rutas largas con mochila/montaña),Media,"Deportivo, Religioso",En pareja,Verano,No,Inglés,4,A Coruña,Menos de 100 km,Muy variables,Zapatillas de trail running,Sí,No,Sí,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,,A pie
2025-07-29 05:21:36.000,70,Mujer,España,Sí,Asma leve,Moderada (10–20 km regularmente),Media,"Deportivo, Personal/reflexivo",En grupo pequeño (3–6 personas),Primavera,No,Francés,seis,Sarria,100–200 km,Moderadas,Botas de montaña,Sí,No,Sí,Hostales / Hoteles,Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-01-23 18:01:02.000,veintiséis,Hombre,Argentina,No,,Avanzada (rutas largas con mochila/montaña),Media,"Personal/reflexivo, Religioso",En pareja,Verano,No,Inglés,cinco,Betanzos,Menos de 100 km,Suaves,Botas de montaña,Sí,No,No,Albergues privados,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A caballo
2024-03-28 17:09:08.000,treinta y tres,Hombre,Argentina,Sí,Fascitis plantar,Moderada (10–20 km regularmente),Media,"Personal/reflexivo, Religioso",Solo/a,Verano,No,Francés,5,Sarria,100–200 km,Moderadas,Zapatillas deportivas normales,Sí,Sí,No,Albergues públicos,Más de 2 años,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2024-07-15 11:23:11.000,veintisiete,Hombre,Portugal,,,Básica (≤ 10 km ocasionalmente),Alta,"Personal/reflexivo, Religioso",En pareja,Primavera,No,Portugués,nueve,Porto,200–400 km,Moderadas,Zapatillas deportivas normales,Sí,No,Sí,Hostales / Hoteles,Este año,Sí,Largas y exigentes (≥ 25 km),10,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A caballo
2024-01-30 23:13:43.000,58,Hombre,Alemania,Sí,Escoliosis,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Deportivo, Religioso",En pareja,Verano,No,Francés,6,Sarria,100–200 km,Moderadas,Zapatillas deportivas normales,Sí,No,No,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-09-13 10:32:46.000,23,Mujer,Argentina,Sí,Escoliosis,Básica (≤ 10 km ocasionalmente),Alta,"Deportivo, Personal/reflexivo, Religioso",Solo/a,Verano,No,Inglés,cinco,Ferrol,100–200 km,Moderadas,Zapatillas deportivas normales,Sí,No,No,Albergues públicos,Más de 2 años,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-07-09 09:30:27.000,cuarenta y siete,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Alta,"Cultural/turístico, Deportivo, Personal/reflexivo",En grupo pequeño (3–6 personas),Verano,No,Francés,siete,Sarría,100–200 km,Suaves,Botas de montaña,Sí,No,Sí,Hostales / Hoteles,Este año,Sí,Cortas y fáciles (≤ 15 km),8,No,,A pie
2024-02-05 05:33:12.000,29,Mujer,España,No,,Moderada (10–20 km regularmente),Media,"Personal/reflexivo, Religioso",Solo/a,Otoño,No,Francés,ocho,Sarria,100–200 km,Suaves,Zapatillas de trail running,Sí,No,No,Albergues públicos,En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-07-14 14:46:29.000,cuarenta y nueve,Hombre,España,No,,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Personal/reflexivo, Religioso",Solo/a,Primavera,No,Inglés,5,Ferrol,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,No,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),8,"Sí, leve","Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2024-10-21 04:10:38.000,54,Mujer,Portugal,No,,Moderada (10–20 km regularmente),Alta,"Deportivo, Personal/reflexivo",En pareja,Verano,Sí,Primitivo,4,Lugo,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,Sí,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-05-16 09:19:04.000,treinta y ocho,Mujer,España,No,,Moderada (10–20 km regularmente),Media,"Deportivo, Personal/reflexivo, Religioso",Solo/a,Verano,No,del Norte,diecisiete,Gijón,200–400 km,Moderadas,Zapatillas deportivas normales,Sí,No,No,Albergues públicos,En los últimos 2 años,Tal vez,Medias (~20 km con algo de desnivel),5,"Sí, importante (me hizo abandonar)","Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-03-14 01:49:24.000,cuarenta y ocho,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,Cultural/turístico,En pareja,Verano,Sí,Portugués,seis,Tui,100–200 km,Moderadas,Botas de montaña,Sí,No,No,Albergues públicos,Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-08-04 22:50:09.000,28,Mujer,España,,,Básica (≤ 10 km ocasionalmente),Media,"Personal/reflexivo, Religioso",En grupo pequeño (3–6 personas),Verano,No,Francés,cinco,Sarria,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-05-11 19:54:19.000,veintinueve,Mujer,Italia,No,,Básica (≤ 10 km ocasionalmente),Media,Personal/reflexivo,Solo/a,Verano,No,Francés,seis,Sarria,100–200 km,Moderadas,Zapatillas deportivas normales,No,No,Sí,Hostales / Hoteles,Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-03-20 06:33:28.000,veintiuno,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Personal/reflexivo",En grupo pequeño (3–6 personas),Verano,No,Francés,siete,Sarria,100–200 km,Suaves,Botas de montaña,Sí,Sí,Sí,Hostales / Hoteles,Este año,Sí,Cortas y fáciles (≤ 15 km),10,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-11-21 16:34:49.000,treinta y ocho,Mujer,España,No,,Moderada (10–20 km regularmente),Alta,"Personal/reflexivo, Religioso",En pareja,Verano,No,Francés,5,Sárria,100–200 km,Moderadas,Botas de montaña,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2024-05-15 17:01:23.000,treinta y ocho,Hombre,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo",En grupo pequeño (3–6 personas),Verano,Sí,Francés,treinta y cuatro,Roncesvalles,200–400 km,Moderadas,Botas de montaña,Sí,No,Sí,"Hostales / Hoteles, Pensiones",Este año,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-12-25 07:50:24.000,27,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Alta,"Deportivo, Religioso",Solo/a,Primavera,Sí,Francés,5,Sarria,100–200 km,Moderadas,Zapatillas deportivas normales,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-08-24 00:02:11.000,veinticinco,Mujer,España,,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo, Personal/reflexivo",En pareja,Verano,No,Francés,9,Sárria,100–200 km,Suaves,Zapatillas deportivas normales,Sí,No,Sí,"Hostales / Hoteles, Pensiones",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-09-04 18:03:47.000,33,Mujer,España,No,,Moderada (10–20 km regularmente),Media,Cultural/turístico,En pareja,Primavera,No,Francés,7,Sarria,100–200 km,Suaves,Playeros ,Sí,Sí,No,"Albergues públicos, Albergues privados",Este año,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-12-24 19:32:27.000,26,Hombre,España,No,,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo",En grupo pequeño (3–6 personas),Otoño,Sí,Francés,5,Sarria,100–200 km,Moderadas,Zapatillas deportivas normales,No,No,No,Albergues privados,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2024-05-14 12:48:58.000,38,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Personal/reflexivo",En grupo pequeño (3–6 personas),Verano,No,Portugués,seis,Tui,100–200 km,Muy variables,Zapatillas deportivas normales,Sí,No,No,Albergues privados,En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),10,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2025-02-01 21:46:45.000,diecinueve,Mujer,España,No,,Moderada (10–20 km regularmente),Media,Cultural/turístico,En grupo organizado (>6),Primavera,No,del Norte,catorce,Gijón,200–400 km,Moderadas,Botas de montaña,Sí,No,No,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),9,No,,A pie
2024-12-04 02:07:24.000,treinta y dos,Mujer,España,No,,Moderada (10–20 km regularmente),Alta,"Deportivo, Personal/reflexivo",Solo/a,Verano,No,Francés,seis,Sarria,100–200 km,Moderadas,Botas de montaña,Sí,No,Sí,Hostales / Hoteles,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
